1,1,1,female,38,1,0,71.2833,C,First,woman,False,C,Cherbourg,yes,False,2,0
3,1,1,female,35,1,0,53.1,S,First,woman,False,C,Southampton,yes,False,2,0
6,0,1,male,54,0,0,51.8625,S,First,man,True,E,Southampton,no,True,2,0
11,1,1,female,58,0,0,26.55,S,First,woman,False,C,Southampton,yes,True,2,0
23,1,1,male,28,0,0,35.5,S,First,man,True,A,Southampton,yes,True,2,0
27,0,1,male,19,3,2,263.0,S,First,man,True,C,Southampton,no,False,2,0
30,0,1,male,40,0,0,27.7208,C,First,man,True,C,Cherbourg,no,True,2,0
31,1,1,female,32,1,0,146.5208,C,First,woman,False,B,Cherbourg,yes,False,2,0
34,0,1,male,28,1,0,82.1708,C,First,man,True,C,Cherbourg,no,False,2,0
35,0,1,male,42,1,0,52.0,S,First,man,True,C,Southampton,no,False,2,0
52,1,1,female,49,1,0,76.7292,C,First,woman,False,D,Cherbourg,yes,False,2,0
54,0,1,male,65,0,1,61.9792,C,First,man,True,B,Cherbourg,no,False,2,0
55,1,1,male,33,0,0,35.5,S,First,man,True,C,Southampton,yes,True,2,0
61,1,1,female,38,0,0,80.0,S,First,woman,False,B,Southampton,yes,True,2,0
62,0,1,male,45,1,0,83.475,S,First,man,True,C,Southampton,no,False,2,0
64,0,1,male,33,0,0,27.7208,C,First,man,True,C,Cherbourg,no,True,2,0
83,0,1,male,28,0,0,47.1,S,First,man,True,C,Southampton,no,True,2,0
88,1,1,female,23,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,2,0
92,0,1,male,46,1,0,61.175,S,First,man,True,E,Southampton,no,False,2,0
96,0,1,male,71,0,0,34.6542,C,First,man,True,A,Cherbourg,no,True,2,0
97,1,1,male,23,0,1,63.3583,C,First,man,True,D,Cherbourg,yes,False,2,0
102,0,1,male,21,0,1,77.2875,S,First,man,True,D,Southampton,no,False,2,0
110,0,1,male,47,0,0,52.0,S,First,man,True,C,Southampton,no,True,2,0
118,0,1,male,24,0,1,247.5208,C,First,man,True,B,Cherbourg,no,False,2,0
124,0,1,male,54,0,1,77.2875,S,First,man,True,D,Southampton,no,False,2,0
136,1,1,female,19,0,2,26.2833,S,First,woman,False,D,Southampton,yes,False,2,0
137,0,1,male,37,1,0,53.1,S,First,man,True,C,Southampton,no,False,2,0
139,0,1,male,24,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,2,0
151,1,1,female,22,1,0,66.6,S,First,woman,False,C,Southampton,yes,False,2,0
155,0,1,male,51,0,1,61.3792,C,First,man,True,C,Cherbourg,no,False,2,0
166,1,1,female,32,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,2,0
168,0,1,male,33,0,0,25.925,S,First,man,True,C,Southampton,no,True,2,0
170,0,1,male,61,0,0,33.5,S,First,man,True,B,Southampton,no,True,2,0
174,0,1,male,56,0,0,30.6958,C,First,man,True,A,Cherbourg,no,True,2,0
177,0,1,female,50,0,0,28.7125,C,First,woman,False,C,Cherbourg,no,True,2,0
185,0,1,male,33,0,0,50.0,S,First,man,True,A,Southampton,no,True,2,0
187,1,1,male,45,0,0,26.55,S,First,man,True,C,Southampton,yes,True,2,0
194,1,1,female,44,0,0,27.7208,C,First,woman,False,B,Cherbourg,yes,True,2,0
195,1,1,female,58,0,0,146.5208,C,First,woman,False,B,Cherbourg,yes,True,2,0
209,1,1,male,40,0,0,31.0,C,First,man,True,A,Cherbourg,yes,True,2,0
215,1,1,female,31,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,2,0
218,1,1,female,32,0,0,76.2917,C,First,woman,False,D,Cherbourg,yes,True,2,0
224,1,1,male,38,1,0,90.0,S,First,man,True,C,Southampton,yes,False,2,0
230,1,1,female,35,1,0,83.475,S,First,woman,False,C,Southampton,yes,False,2,0
245,0,1,male,44,2,0,90.0,Q,First,man,True,C,Queenstown,no,False,2,0
248,1,1,male,37,1,1,52.5542,S,First,man,True,D,Southampton,yes,False,2,0
252,0,1,male,62,0,0,26.55,S,First,man,True,C,Southampton,no,True,2,0
256,1,1,female,32,0,0,79.2,C,First,woman,False,C,Cherbourg,yes,True,2,0
257,1,1,female,30,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,2,0
258,1,1,female,35,0,0,512.3292,C,First,woman,False,C,Cherbourg,yes,True,2,1
262,0,1,male,52,1,1,79.65,S,First,man,True,E,Southampton,no,False,2,0
263,0,1,male,40,0,0,0.0,S,First,man,True,B,Southampton,no,True,2,0
268,1,1,female,58,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,2,0
269,1,1,female,35,0,0,135.6333,S,First,woman,False,C,Southampton,yes,True,2,0
270,0,1,male,33,0,0,31.0,S,First,man,True,C,Southampton,no,True,2,0
273,0,1,male,37,0,1,29.7,C,First,man,True,C,Cherbourg,no,False,2,0
275,1,1,female,63,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,2,0
284,0,1,male,33,0,0,26.0,S,First,man,True,A,Southampton,no,True,2,0
290,1,1,female,26,0,0,78.85,S,First,woman,False,C,Southampton,yes,True,2,0
291,1,1,female,19,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,2,0
295,0,1,male,33,0,0,27.7208,C,First,man,True,C,Cherbourg,no,True,2,0
297,0,1,female,2,1,2,151.55,S,First,child,False,C,Southampton,no,False,2,0
298,1,1,male,33,0,0,30.5,S,First,man,True,C,Southampton,yes,True,2,0
299,1,1,female,50,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,2,0
305,1,1,male,1,1,2,151.55,S,First,child,False,C,Southampton,yes,False,2,0
306,1,1,female,32,0,0,110.8833,C,First,woman,False,C,Cherbourg,yes,True,2,0
307,1,1,female,17,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,2,0
309,1,1,female,30,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,2,0
310,1,1,female,24,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,2,0
311,1,1,female,18,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,2,0
318,1,1,female,31,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,2,0
319,1,1,female,40,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,2,0
325,1,1,female,36,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,2,0
329,1,1,female,16,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,2,0
331,0,1,male,46,0,0,28.5,S,First,man,True,C,Southampton,no,True,2,0
332,0,1,male,38,0,1,153.4625,S,First,man,True,C,Southampton,no,False,2,0
334,1,1,female,32,1,0,133.65,S,First,woman,False,C,Southampton,yes,False,2,0
336,0,1,male,29,1,0,66.6,S,First,man,True,C,Southampton,no,False,2,0
337,1,1,female,41,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,2,0
339,0,1,male,45,0,0,35.5,S,First,man,True,C,Southampton,no,True,2,0
341,1,1,female,24,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,2,0
351,0,1,male,33,0,0,35.0,S,First,man,True,C,Southampton,no,True,2,0
356,1,1,female,22,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,2,0
366,1,1,female,60,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,2,0
369,1,1,female,24,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,2,0
